study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	sample_title
PRJEB4337	SAMEA2145240	ERS326993	ERX288627	ERR315483	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315483/ERR315483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315483/ERR315483_2.fastq.gz	thyroid_5d
PRJEB4337	SAMEA2142348	ERS327001	ERX288575	ERR315484	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315484/ERR315484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315484/ERR315484_2.fastq.gz	colon_c
PRJEB4337	SAMEA2154405	ERS326950	ERX288516	ERR315485	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315485/ERR315485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315485/ERR315485_2.fastq.gz	stomach_3b
PRJEB4337	SAMEA2149004	ERS326989	ERX288609	ERR315486	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315486/ERR315486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315486/ERR315486_2.fastq.gz	bonemarrow_6a
PRJEB4337	SAMEA2147920	ERS326952	ERX288531	ERR315487	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315487/ERR315487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315487/ERR315487_2.fastq.gz	lung_4d
PRJEB4337	SAMEA2150385	ERS326956	ERX288545	ERR315488	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315488/ERR315488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315488/ERR315488_2.fastq.gz	lymphnode_4b
PRJEB4337	SAMEA2158800	ERS326935	ERX288510	ERR315489	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315489/ERR315489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315489/ERR315489_2.fastq.gz	esophagus_5a
PRJEB4337	SAMEA2156099	ERS326960	ERX288506	ERR315490	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315490/ERR315490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315490/ERR315490_2.fastq.gz	endometrium_5a
PRJEB4337	SAMEA2145240	ERS326993	ERX288570	ERR315491	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315491/ERR315491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315491/ERR315491_2.fastq.gz	thyroid_5d
PRJEB4337	SAMEA1968968	ERS327023	ERX288638	ERR315492	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315492/ERR315492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315492/ERR315492_2.fastq.gz	testis_7f
PRJEB4337	SAMEA1965299	ERS326995	ERX288603	ERR315493	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315493/ERR315493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315493/ERR315493_2.fastq.gz	lymphnode_5a
PRJEB4337	SAMEA2162328	ERS327022	ERX288628	ERR315494	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315494/ERR315494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315494/ERR315494_2.fastq.gz	kidney_a
PRJEB4337	SAMEA2156099	ERS326960	ERX288562	ERR315495	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315495/ERR315495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315495/ERR315495_2.fastq.gz	endometrium_5a
